# Results with current code
timestamp: 2026-07-21T12:09:15.496845+00:00 | iter: 86 | tokens_per_s: 44214.30 | samples_per_s: 43.18 | s_per_batch: 11.86 | learning_rate: 0.00005160 | step_cost: 7.77
timestamp: 2026-07-21T12:09:27.389559+00:00 | iter: 87 | tokens_per_s: 44086.11 | samples_per_s: 43.05 | s_per_batch: 11.89 | learning_rate: 0.00005220 | step_cost: 7.72
timestamp: 2026-07-21T12:09:39.236018+00:00 | iter: 88 | tokens_per_s: 44255.22 | samples_per_s: 43.22 | s_per_batch: 11.85 | learning_rate: 0.00005280 | step_cost: 7.72
timestamp: 2026-07-21T12:09:51.055496+00:00 | iter: 89 | tokens_per_s: 44356.95 | samples_per_s: 43.32 | s_per_batch: 11.82 | learning_rate: 0.00005340 | step_cost: 7.68
timestamp: 2026-07-21T12:10:02.883050+00:00 | iter: 90 | tokens_per_s: 44327.97 | samples_per_s: 43.29 | s_per_batch: 11.83 | learning_rate: 0.00005400 | step_cost: 7.65
timestamp: 2026-07-21T12:10:14.743996+00:00 | iter: 91 | tokens_per_s: 44204.12 | samples_per_s: 43.17 | s_per_batch: 11.86 | learning_rate: 0.00005460 | step_cost: 7.62
timestamp: 2026-07-21T12:10:26.604839+00:00 | iter: 92 | tokens_per_s: 44203.29 | samples_per_s: 43.17 | s_per_batch: 11.86 | learning_rate: 0.00005520 | step_cost: 7.59
timestamp: 2026-07-21T12:10:38.475658+00:00 | iter: 93 | tokens_per_s: 44166.50 | samples_per_s: 43.13 | s_per_batch: 11.87 | learning_rate: 0.00005580 | step_cost: 7.57
timestamp: 2026-07-21T12:10:50.271468+00:00 | iter: 94 | tokens_per_s: 44444.14 | samples_per_s: 43.40 | s_per_batch: 11.80 | learning_rate: 0.00005640 | step_cost: 7.54
timestamp: 2026-07-21T12:11:02.101120+00:00 | iter: 95 | tokens_per_s: 44321.03 | samples_per_s: 43.28 | s_per_batch: 11.83 | learning_rate: 0.00005700 | step_cost: 7.52
timestamp: 2026-07-21T12:11:13.973412+00:00 | iter: 96 | tokens_per_s: 44162.26 | samples_per_s: 43.13 | s_per_batch: 11.87 | learning_rate: 0.00005760 | step_cost: 7.52
